# log10_lower_bound	log10_upper_bound	count
-3.460489507435524081e-01	-5.257670131552438786e-02	1.690000000000000000e+03
-5.257670131552438786e-02	2.408955481125036324e-01	1.807400000000000000e+04
2.408955481125036324e-01	5.343677975405316527e-01	4.113100000000000000e+04
5.343677975405316527e-01	8.278400469685596175e-01	4.299600000000000000e+04
8.278400469685596175e-01	1.121312296396587582e+00	4.063100000000000000e+04
1.121312296396587582e+00	1.414784545824615769e+00	3.493500000000000000e+04
1.414784545824615769e+00	1.708256795252643734e+00	2.831800000000000000e+04
1.708256795252643734e+00	2.001729044680671699e+00	2.151100000000000000e+04
2.001729044680671699e+00	2.295201294108699663e+00	1.549900000000000000e+04
2.295201294108699663e+00	2.588673543536727628e+00	8.730000000000000000e+03
2.588673543536727628e+00	2.882145792964755593e+00	4.208000000000000000e+03
2.882145792964755593e+00	3.175618042392784002e+00	2.121000000000000000e+03
3.175618042392784002e+00	3.469090291820811967e+00	8.530000000000000000e+02
3.469090291820811967e+00	3.762562541248839931e+00	2.680000000000000000e+02
3.762562541248839931e+00	4.056034790676868340e+00	3.000000000000000000e+01
4.056034790676868340e+00	4.349507040104896305e+00	8.380000000000000000e+02
4.349507040104896305e+00	4.642979289532924270e+00	1.998000000000000000e+03
4.642979289532924270e+00	4.936451538960952234e+00	2.380000000000000000e+03
4.936451538960952234e+00	5.229923788388980199e+00	2.917000000000000000e+03
5.229923788388980199e+00	5.523396037817008164e+00	8.720000000000000000e+02
