# log10_lower_bound	log10_upper_bound	count
-8.745613787906760805e+00	-8.450521899651269209e+00	7.900000000000000000e+01
-8.450521899651269209e+00	-8.155430011395777612e+00	3.890000000000000000e+02
-8.155430011395777612e+00	-7.860338123140286015e+00	8.530000000000000000e+02
-7.860338123140286015e+00	-7.565246234884793530e+00	2.120000000000000000e+03
-7.565246234884793530e+00	-7.270154346629301934e+00	3.711000000000000000e+03
-7.270154346629301934e+00	-6.975062458373810337e+00	6.337000000000000000e+03
-6.975062458373810337e+00	-6.679970570118317852e+00	1.054700000000000000e+04
-6.679970570118317852e+00	-6.384878681862826255e+00	1.475700000000000000e+04
-6.384878681862826255e+00	-6.089786793607334658e+00	1.756800000000000000e+04
-6.089786793607334658e+00	-5.794694905351843062e+00	1.804900000000000000e+04
-5.794694905351843062e+00	-5.499603017096351465e+00	1.879900000000000000e+04
-5.499603017096351465e+00	-5.204511128840859868e+00	1.494000000000000000e+04
-5.204511128840859868e+00	-4.909419240585368271e+00	8.477000000000000000e+03
-4.909419240585368271e+00	-4.614327352329875787e+00	3.359000000000000000e+03
-4.614327352329875787e+00	-4.319235464074384190e+00	7.310000000000000000e+02
-4.319235464074384190e+00	-4.024143575818892593e+00	3.380000000000000000e+02
-4.024143575818892593e+00	-3.729051687563400996e+00	1.000000000000000000e+02
-3.729051687563400996e+00	-3.433959799307909400e+00	1.700000000000000000e+01
-3.433959799307909400e+00	-3.138867911052416915e+00	9.800000000000000000e+01
-3.138867911052416915e+00	-2.843776022796924874e+00	4.000000000000000000e+01
