# log10_lower_bound	log10_upper_bound	count
2.587359962903283073e+00	2.853803032454127031e+00	6.500000000000000000e+01
2.853803032454127031e+00	3.120246102004971434e+00	2.950000000000000000e+02
3.120246102004971434e+00	3.386689171555815392e+00	5.350000000000000000e+02
3.386689171555815392e+00	3.653132241106659350e+00	5.570000000000000000e+02
3.653132241106659350e+00	3.919575310657503753e+00	1.430000000000000000e+03
3.919575310657503753e+00	4.186018380208347267e+00	3.230000000000000000e+03
4.186018380208347267e+00	4.452461449759192114e+00	6.582000000000000000e+03
4.452461449759192114e+00	4.718904519310036072e+00	9.795000000000000000e+03
4.718904519310036072e+00	4.985347588860880030e+00	1.331700000000000000e+04
4.985347588860880030e+00	5.251790658411724877e+00	1.491900000000000000e+04
5.251790658411724877e+00	5.518233727962568835e+00	1.679500000000000000e+04
5.518233727962568835e+00	5.784676797513412794e+00	1.445600000000000000e+04
5.784676797513412794e+00	6.051119867064256752e+00	1.241200000000000000e+04
6.051119867064256752e+00	6.317562936615100710e+00	9.367000000000000000e+03
6.317562936615100710e+00	6.584006006165944669e+00	7.161000000000000000e+03
6.584006006165944669e+00	6.850449075716788627e+00	4.441000000000000000e+03
6.850449075716788627e+00	7.116892145267632586e+00	3.248000000000000000e+03
7.116892145267632586e+00	7.383335214818476544e+00	1.580000000000000000e+03
7.383335214818476544e+00	7.649778284369322279e+00	9.780000000000000000e+02
7.649778284369322279e+00	7.916221353920165349e+00	1.460000000000000000e+02
