# log10_lower_bound	log10_upper_bound	count
-9.035784531329147384e+00	-8.726184105902536459e+00	7.100000000000000000e+01
-8.726184105902536459e+00	-8.416583680475925533e+00	7.470000000000000000e+02
-8.416583680475925533e+00	-8.106983255049314607e+00	1.518000000000000000e+03
-8.106983255049314607e+00	-7.797382829622702793e+00	3.398000000000000000e+03
-7.797382829622702793e+00	-7.487782404196091868e+00	6.565000000000000000e+03
-7.487782404196091868e+00	-7.178181978769480942e+00	1.226500000000000000e+04
-7.178181978769480942e+00	-6.868581553342869128e+00	1.909600000000000000e+04
-6.868581553342869128e+00	-6.558981127916258203e+00	2.911600000000000000e+04
-6.558981127916258203e+00	-6.249380702489647277e+00	3.708100000000000000e+04
-6.249380702489647277e+00	-5.939780277063036351e+00	4.141000000000000000e+04
-5.939780277063036351e+00	-5.630179851636425425e+00	4.351900000000000000e+04
-5.630179851636425425e+00	-5.320579426209814500e+00	3.755600000000000000e+04
-5.320579426209814500e+00	-5.010979000783203574e+00	2.312500000000000000e+04
-5.010979000783203574e+00	-4.701378575356591760e+00	9.810000000000000000e+03
-4.701378575356591760e+00	-4.391778149929980835e+00	3.032000000000000000e+03
-4.391778149929980835e+00	-4.082177724503369909e+00	1.242000000000000000e+03
-4.082177724503369909e+00	-3.772577299076758983e+00	2.730000000000000000e+02
-3.772577299076758983e+00	-3.462976873650148057e+00	3.500000000000000000e+01
-3.462976873650148057e+00	-3.153376448223536244e+00	1.000000000000000000e+02
-3.153376448223536244e+00	-2.843776022796924874e+00	4.100000000000000000e+01
