# log10_lower_bound	log10_upper_bound	count
4.503997475977541853e+00	4.723146803266937255e+00	1.717000000000000000e+03
4.723146803266937255e+00	4.942296130556331768e+00	1.154300000000000000e+04
4.942296130556331768e+00	5.161445457845727169e+00	1.730000000000000000e+04
5.161445457845727169e+00	5.380594785135122571e+00	1.611800000000000000e+04
5.380594785135122571e+00	5.599744112424517084e+00	1.684200000000000000e+04
5.599744112424517084e+00	5.818893439713912485e+00	1.471400000000000000e+04
5.818893439713912485e+00	6.038042767003307887e+00	1.104500000000000000e+04
6.038042767003307887e+00	6.257192094292703288e+00	9.132000000000000000e+03
6.257192094292703288e+00	6.476341421582097801e+00	7.127000000000000000e+03
6.476341421582097801e+00	6.695490748871493203e+00	5.528000000000000000e+03
6.695490748871493203e+00	6.914640076160887716e+00	4.351000000000000000e+03
6.914640076160887716e+00	7.133789403450283118e+00	2.697000000000000000e+03
7.133789403450283118e+00	7.352938730739678519e+00	1.220000000000000000e+03
7.352938730739678519e+00	7.572088058029073920e+00	6.240000000000000000e+02
7.572088058029073920e+00	7.791237385318469322e+00	6.080000000000000000e+02
7.791237385318469322e+00	8.010386712607864723e+00	2.420000000000000000e+02
8.010386712607864723e+00	8.229536039897258348e+00	2.440000000000000000e+02
8.229536039897258348e+00	8.448685367186653750e+00	1.800000000000000000e+02
8.448685367186653750e+00	8.667834694476049151e+00	3.400000000000000000e+01
8.667834694476049151e+00	8.886984021765444552e+00	4.300000000000000000e+01
