# log10_lower_bound	log10_upper_bound	count
-1.769186391130816549e+00	-1.458960107175460097e+00	1.460000000000000000e+02
-1.458960107175460097e+00	-1.148733823220103645e+00	8.360000000000000000e+02
-1.148733823220103645e+00	-8.385075392647474146e-01	3.132000000000000000e+03
-8.385075392647474146e-01	-5.282812553093909624e-01	7.445000000000000000e+03
-5.282812553093909624e-01	-2.180549713540345103e-01	1.552200000000000000e+04
-2.180549713540345103e-01	9.217131260132171988e-02	2.272300000000000000e+04
9.217131260132171988e-02	4.023975965566783941e-01	2.989500000000000000e+04
4.023975965566783941e-01	7.126238805120346242e-01	3.642700000000000000e+04
7.126238805120346242e-01	1.022850164467390854e+00	3.805400000000000000e+04
1.022850164467390854e+00	1.333076448422747529e+00	3.688500000000000000e+04
1.333076448422747529e+00	1.643302732378103759e+00	2.979200000000000000e+04
1.643302732378103759e+00	1.953529016333459989e+00	2.177400000000000000e+04
1.953529016333459989e+00	2.263755300288816219e+00	1.164000000000000000e+04
2.263755300288816219e+00	2.573981584244173337e+00	6.797000000000000000e+03
2.573981584244173337e+00	2.884207868199529567e+00	4.088000000000000000e+03
2.884207868199529567e+00	3.194434152154885798e+00	2.788000000000000000e+03
3.194434152154885798e+00	3.504660436110242028e+00	1.314000000000000000e+03
3.504660436110242028e+00	3.814886720065598258e+00	4.230000000000000000e+02
3.814886720065598258e+00	4.125113004020954932e+00	2.740000000000000000e+02
4.125113004020954932e+00	4.435339287976311162e+00	4.500000000000000000e+01
