# log10_lower_bound	log10_upper_bound	count
2.909210978066672393e+00	3.203985280290713611e+00	1.800000000000000000e+01
3.203985280290713611e+00	3.498759582514754829e+00	1.460000000000000000e+02
3.498759582514754829e+00	3.793533884738796047e+00	3.620000000000000000e+02
3.793533884738796047e+00	4.088308186962837709e+00	1.284000000000000000e+03
4.088308186962837709e+00	4.383082489186878483e+00	2.943000000000000000e+03
4.383082489186878483e+00	4.677856791410919257e+00	4.742000000000000000e+03
4.677856791410919257e+00	4.972631093634960919e+00	7.147000000000000000e+03
4.972631093634960919e+00	5.267405395859002581e+00	1.038400000000000000e+04
5.267405395859002581e+00	5.562179698083043355e+00	1.244800000000000000e+04
5.562179698083043355e+00	5.856954000307084129e+00	1.426200000000000000e+04
5.856954000307084129e+00	6.151728302531125792e+00	1.471000000000000000e+04
6.151728302531125792e+00	6.446502604755167454e+00	1.455200000000000000e+04
6.446502604755167454e+00	6.741276906979208228e+00	1.444800000000000000e+04
6.741276906979208228e+00	7.036051209203249002e+00	9.775000000000000000e+03
7.036051209203249002e+00	7.330825511427290664e+00	6.814000000000000000e+03
7.330825511427290664e+00	7.625599813651332326e+00	3.965000000000000000e+03
7.625599813651332326e+00	7.920374115875373988e+00	2.007000000000000000e+03
7.920374115875373988e+00	8.215148418099413874e+00	9.530000000000000000e+02
8.215148418099413874e+00	8.509922720323455536e+00	2.360000000000000000e+02
8.509922720323455536e+00	8.804697022547497198e+00	1.130000000000000000e+02
