# log10_lower_bound	log10_upper_bound	count
-3.303055353537652783e-01	-4.247681990910656680e-02	1.062000000000000000e+03
-4.247681990910656680e-02	2.453518955355521447e-01	8.653000000000000000e+03
2.453518955355521447e-01	5.331806109802108562e-01	1.804400000000000000e+04
5.331806109802108562e-01	8.210093264248695677e-01	1.877500000000000000e+04
8.210093264248695677e-01	1.108838041869528279e+00	1.686500000000000000e+04
1.108838041869528279e+00	1.396666757314187102e+00	1.490100000000000000e+04
1.396666757314187102e+00	1.684495472758845480e+00	1.293500000000000000e+04
1.684495472758845480e+00	1.972324188203504303e+00	9.851000000000000000e+03
1.972324188203504303e+00	2.260152903648163125e+00	7.236000000000000000e+03
2.260152903648163125e+00	2.547981619092821948e+00	4.639000000000000000e+03
2.547981619092821948e+00	2.835810334537480326e+00	2.241000000000000000e+03
2.835810334537480326e+00	3.123639049982139149e+00	1.246000000000000000e+03
3.123639049982139149e+00	3.411467765426797971e+00	4.480000000000000000e+02
3.411467765426797971e+00	3.699296480871456350e+00	2.830000000000000000e+02
3.699296480871456350e+00	3.987125196316115616e+00	4.300000000000000000e+01
3.987125196316115616e+00	4.274953911760774439e+00	2.620000000000000000e+02
4.274953911760774439e+00	4.562782627205432817e+00	9.050000000000000000e+02
4.562782627205432817e+00	4.850611342650092084e+00	1.308000000000000000e+03
4.850611342650092084e+00	5.138440058094750462e+00	1.114000000000000000e+03
5.138440058094750462e+00	5.426268773539409729e+00	4.980000000000000000e+02
