# log10_lower_bound	log10_upper_bound	count
-5.693496878469296973e+00	-5.482382933516062096e+00	4.200000000000000000e+01
-5.482382933516062096e+00	-5.271268988562827218e+00	1.230000000000000000e+02
-5.271268988562827218e+00	-5.060155043609592340e+00	7.100000000000000000e+01
-5.060155043609592340e+00	-4.849041098656357462e+00	3.600000000000000000e+01
-4.849041098656357462e+00	-4.637927153703122585e+00	9.300000000000000000e+01
-4.637927153703122585e+00	-4.426813208749887707e+00	5.000000000000000000e+01
-4.426813208749887707e+00	-4.215699263796653717e+00	2.840000000000000000e+02
-4.215699263796653717e+00	-4.004585318843418840e+00	7.400000000000000000e+02
-4.004585318843418840e+00	-3.793471373890183962e+00	2.195000000000000000e+03
-3.793471373890183962e+00	-3.582357428936949084e+00	4.573000000000000000e+03
-3.582357428936949084e+00	-3.371243483983714206e+00	9.903000000000000000e+03
-3.371243483983714206e+00	-3.160129539030479329e+00	1.834100000000000000e+04
-3.160129539030479329e+00	-2.949015594077244451e+00	2.980700000000000000e+04
-2.949015594077244451e+00	-2.737901649124010017e+00	4.106900000000000000e+04
-2.737901649124010017e+00	-2.526787704170775140e+00	4.807200000000000000e+04
-2.526787704170775140e+00	-2.315673759217540262e+00	4.556000000000000000e+04
-2.315673759217540262e+00	-2.104559814264305384e+00	3.526200000000000000e+04
-2.104559814264305384e+00	-1.893445869311070506e+00	1.873900000000000000e+04
-1.893445869311070506e+00	-1.682331924357836073e+00	9.564000000000000000e+03
-1.682331924357836073e+00	-1.471217979404601195e+00	5.476000000000000000e+03
