# log10_lower_bound	log10_upper_bound	count
-2.743964581659711577e+00	-2.495819363331464924e+00	1.033000000000000000e+03
-2.495819363331464924e+00	-2.247674145003218715e+00	4.316000000000000000e+03
-2.247674145003218715e+00	-1.999528926674972062e+00	9.265000000000000000e+03
-1.999528926674972062e+00	-1.751383708346725632e+00	1.596500000000000000e+04
-1.751383708346725632e+00	-1.503238490018479201e+00	2.265900000000000000e+04
-1.503238490018479201e+00	-1.255093271690232548e+00	3.054600000000000000e+04
-1.255093271690232548e+00	-1.006948053361986117e+00	3.369500000000000000e+04
-1.006948053361986117e+00	-7.588028350337396866e-01	3.329900000000000000e+04
-7.588028350337396866e-01	-5.106576167054930337e-01	3.213100000000000000e+04
-5.106576167054930337e-01	-2.625123983772468250e-01	2.676700000000000000e+04
-2.625123983772468250e-01	-1.436718004900017220e-02	2.005500000000000000e+04
-1.436718004900017220e-02	2.337780382792464806e-01	1.358500000000000000e+04
2.337780382792464806e-01	4.819232566074926893e-01	9.060000000000000000e+03
4.819232566074926893e-01	7.300684749357393422e-01	5.620000000000000000e+03
7.300684749357393422e-01	9.782136932639855509e-01	2.799000000000000000e+03
9.782136932639855509e-01	1.226358911592232204e+00	2.654000000000000000e+03
1.226358911592232204e+00	1.474504129920478412e+00	3.772000000000000000e+03
1.474504129920478412e+00	1.722649348248725509e+00	1.983000000000000000e+03
1.722649348248725509e+00	1.970794566576971718e+00	4.720000000000000000e+02
1.970794566576971718e+00	2.218939784905218371e+00	3.240000000000000000e+02
