# log10_lower_bound	log10_upper_bound	count
-9.261674751947895246e+00	-8.977840488027903021e+00	1.000000000000000000e+00
-8.977840488027903021e+00	-8.694006224107910796e+00	6.000000000000000000e+00
-8.694006224107910796e+00	-8.410171960187920348e+00	2.300000000000000000e+01
-8.410171960187920348e+00	-8.126337696267928123e+00	4.900000000000000000e+01
-8.126337696267928123e+00	-7.842503432347935899e+00	2.390000000000000000e+02
-7.842503432347935899e+00	-7.558669168427943674e+00	4.340000000000000000e+02
-7.558669168427943674e+00	-7.274834904507951450e+00	8.450000000000000000e+02
-7.274834904507951450e+00	-6.991000640587960113e+00	1.236000000000000000e+03
-6.991000640587960113e+00	-6.707166376667968777e+00	2.010000000000000000e+03
-6.707166376667968777e+00	-6.423332112747976552e+00	2.634000000000000000e+03
-6.423332112747976552e+00	-6.139497848827984328e+00	3.191000000000000000e+03
-6.139497848827984328e+00	-5.855663584907992103e+00	3.742000000000000000e+03
-5.855663584907992103e+00	-5.571829320988000767e+00	3.760000000000000000e+03
-5.571829320988000767e+00	-5.287995057068008542e+00	2.869000000000000000e+03
-5.287995057068008542e+00	-5.004160793148017206e+00	1.706000000000000000e+03
-5.004160793148017206e+00	-4.720326529228024981e+00	7.500000000000000000e+02
-4.720326529228024981e+00	-4.436492265308032756e+00	2.700000000000000000e+02
-4.436492265308032756e+00	-4.152658001388041420e+00	1.480000000000000000e+02
-4.152658001388041420e+00	-3.868823737468049195e+00	7.700000000000000000e+01
-3.868823737468049195e+00	-3.584989473548056971e+00	1.000000000000000000e+01
