# log10_lower_bound	log10_upper_bound	count
-4.143469745673875604e-01	-2.003494802614587122e-01	7.400000000000000000e+01
-2.003494802614587122e-01	1.364801404447013589e-02	7.930000000000000000e+02
1.364801404447013589e-02	2.276455083503989840e-01	3.347000000000000000e+03
2.276455083503989840e-01	4.416430026563278322e-01	6.541000000000000000e+03
4.416430026563278322e-01	6.556404969622566803e-01	6.669000000000000000e+03
6.556404969622566803e-01	8.696379912681855284e-01	6.408000000000000000e+03
8.696379912681855284e-01	1.083635485574114377e+00	6.205000000000000000e+03
1.083635485574114377e+00	1.297632979880043225e+00	5.691000000000000000e+03
1.297632979880043225e+00	1.511630474185972073e+00	4.805000000000000000e+03
1.511630474185972073e+00	1.725627968491900921e+00	4.239000000000000000e+03
1.725627968491900921e+00	1.939625462797829991e+00	3.213000000000000000e+03
1.939625462797829991e+00	2.153622957103758395e+00	2.172000000000000000e+03
2.153622957103758395e+00	2.367620451409687021e+00	1.551000000000000000e+03
2.367620451409687021e+00	2.581617945715616536e+00	1.047000000000000000e+03
2.581617945715616536e+00	2.795615440021545162e+00	5.760000000000000000e+02
2.795615440021545162e+00	3.009612934327473788e+00	3.350000000000000000e+02
3.009612934327473788e+00	3.223610428633402414e+00	1.840000000000000000e+02
3.223610428633402414e+00	3.437607922939331928e+00	9.800000000000000000e+01
3.437607922939331928e+00	3.651605417245260554e+00	4.500000000000000000e+01
3.651605417245260554e+00	3.865602911551189180e+00	7.000000000000000000e+00
