# log10_lower_bound	log10_upper_bound	count
-2.530464164718398301e+00	-2.252931514232224153e+00	4.600000000000000000e+01
-2.252931514232224153e+00	-1.975398863746050448e+00	1.950000000000000000e+02
-1.975398863746050448e+00	-1.697866213259876522e+00	5.200000000000000000e+02
-1.697866213259876522e+00	-1.420333562773702596e+00	9.710000000000000000e+02
-1.420333562773702596e+00	-1.142800912287528670e+00	1.687000000000000000e+03
-1.142800912287528670e+00	-8.652682618013547433e-01	2.509000000000000000e+03
-8.652682618013547433e-01	-5.877356113151808170e-01	3.053000000000000000e+03
-5.877356113151808170e-01	-3.102029608290068907e-01	3.135000000000000000e+03
-3.102029608290068907e-01	-3.267031034283274238e-02	3.209000000000000000e+03
-3.267031034283274238e-02	2.448623401433409619e-01	2.687000000000000000e+03
2.448623401433409619e-01	5.223949906295146661e-01	2.344000000000000000e+03
5.223949906295146661e-01	7.999276411156888145e-01	1.619000000000000000e+03
7.999276411156888145e-01	1.077460291601862963e+00	8.470000000000000000e+02
1.077460291601862963e+00	1.354992942088036667e+00	6.390000000000000000e+02
1.354992942088036667e+00	1.632525592574210371e+00	2.850000000000000000e+02
1.632525592574210371e+00	1.910058243060384520e+00	1.700000000000000000e+02
1.910058243060384520e+00	2.187590893546558668e+00	5.100000000000000000e+01
2.187590893546558668e+00	2.465123544032732816e+00	2.100000000000000000e+01
2.465123544032732816e+00	2.742656194518906076e+00	1.000000000000000000e+01
2.742656194518906076e+00	3.020188845005080225e+00	2.000000000000000000e+00
