# log10_lower_bound	log10_upper_bound	count
3.080182904651941556e+00	3.187595927255494566e+00	5.100000000000000000e+01
3.187595927255494566e+00	3.295008949859047132e+00	7.570000000000000000e+02
3.295008949859047132e+00	3.402421972462600142e+00	2.052000000000000000e+03
3.402421972462600142e+00	3.509834995066153152e+00	3.587000000000000000e+03
3.509834995066153152e+00	3.617248017669705717e+00	4.978000000000000000e+03
3.617248017669705717e+00	3.724661040273258727e+00	6.769000000000000000e+03
3.724661040273258727e+00	3.832074062876811738e+00	7.764000000000000000e+03
3.832074062876811738e+00	3.939487085480364748e+00	7.767000000000000000e+03
3.939487085480364748e+00	4.046900108083917758e+00	7.167000000000000000e+03
4.046900108083917758e+00	4.154313130687469879e+00	5.472000000000000000e+03
4.154313130687469879e+00	4.261726153291022889e+00	4.026000000000000000e+03
4.261726153291022889e+00	4.369139175894575899e+00	2.081000000000000000e+03
4.369139175894575899e+00	4.476552198498128909e+00	9.340000000000000000e+02
4.476552198498128909e+00	4.583965221101681919e+00	3.870000000000000000e+02
4.583965221101681919e+00	4.691378243705234929e+00	1.440000000000000000e+02
4.691378243705234929e+00	4.798791266308787939e+00	3.900000000000000000e+01
4.798791266308787939e+00	4.906204288912340061e+00	1.900000000000000000e+01
4.906204288912340061e+00	5.013617311515893071e+00	4.000000000000000000e+00
5.013617311515893071e+00	5.121030334119446081e+00	1.000000000000000000e+00
5.121030334119446081e+00	5.228443356722999091e+00	1.000000000000000000e+00
