#	Simulation	Obj	w5
	iter90p2h1	17863.019409925924	1.536734398090919e-12
	iter90p2h0	17863.019409925924	1.2170127425351052e-12
	iter90p1h2	17863.019409925924	4.726192059619325e-13
	iter90p1h0	17863.019409925924	3.729735178955508e-13
	iter90p0h2	17863.019409925924	7.42208533965306e-13
	iter90p0h1	17863.019409925924	1.3539500799366153e-12
	iter89p6h3	17863.019409925924	1.6606720101223242e-12
	iter89p6h2	17863.019409925924	1.9336701405396854e-13
	iter89p6h1	17863.019409925924	1.0860876608845402e-12
	iter89p6h0	17863.019409925924	1.3019700769091967e-12
	iter89p5h6	17863.019409925924	2.7480920963622384e-14
	iter89p5h4	17863.019409925924	1.8183040413522237e-14
	iter89p5h3	17863.019409925924	7.209291868149506e-13
	iter89p5h2	17863.019409925924	5.416580353542466e-13
	iter89p5h1	17863.019409925924	1.8540317566451529e-13
	iter89p4h6	17863.019409925924	6.675789910132814e-13
	iter89p4h5	17863.019409925924	1.1322114572722522e-12
	iter89p4h3	17863.019409925924	9.703688931211212e-13
	iter89p4h2	17863.019409925924	6.765196184820644e-13
	iter89p4h1	17863.019409925924	5.325017956582117e-13
