# log10_lower_bound	log10_upper_bound	count
2.342398615629751379e+00	2.705964507456438017e+00	2.000000000000000000e+00
2.705964507456438017e+00	3.069530399283124655e+00	7.000000000000000000e+00
3.069530399283124655e+00	3.433096291109811293e+00	4.400000000000000000e+01
3.433096291109811293e+00	3.796662182936497931e+00	2.120000000000000000e+02
3.796662182936497931e+00	4.160228074763184125e+00	5.340000000000000000e+02
4.160228074763184125e+00	4.523793966589870763e+00	1.298000000000000000e+03
4.523793966589870763e+00	4.887359858416557401e+00	3.193000000000000000e+03
4.887359858416557401e+00	5.250925750243244039e+00	5.592000000000000000e+03
5.250925750243244039e+00	5.614491642069930677e+00	7.653000000000000000e+03
5.614491642069930677e+00	5.978057533896617315e+00	8.934000000000000000e+03
5.978057533896617315e+00	6.341623425723303953e+00	9.138000000000000000e+03
6.341623425723303953e+00	6.705189317549990591e+00	7.327000000000000000e+03
6.705189317549990591e+00	7.068755209376677229e+00	4.794000000000000000e+03
7.068755209376677229e+00	7.432321101203363867e+00	2.747000000000000000e+03
7.432321101203363867e+00	7.795886993030050505e+00	1.423000000000000000e+03
7.795886993030050505e+00	8.159452884856737143e+00	6.500000000000000000e+02
8.159452884856737143e+00	8.523018776683423781e+00	2.570000000000000000e+02
8.523018776683423781e+00	8.886584668510110419e+00	1.480000000000000000e+02
8.886584668510110419e+00	9.250150560336797056e+00	4.000000000000000000e+01
9.250150560336797056e+00	9.613716452163483694e+00	7.000000000000000000e+00
