# log10_lower_bound	log10_upper_bound	count
-2.671982204580900078e+00	-2.423171298900359538e+00	3.520000000000000000e+02
-2.423171298900359538e+00	-2.174360393219818999e+00	1.289000000000000000e+03
-2.174360393219818999e+00	-1.925549487539278681e+00	2.304000000000000000e+03
-1.925549487539278681e+00	-1.676738581858738364e+00	4.092000000000000000e+03
-1.676738581858738364e+00	-1.427927676178197824e+00	5.258000000000000000e+03
-1.427927676178197824e+00	-1.179116770497657285e+00	6.350000000000000000e+03
-1.179116770497657285e+00	-9.303058648171169676e-01	7.212000000000000000e+03
-9.303058648171169676e-01	-6.814949591365764281e-01	6.608000000000000000e+03
-6.814949591365764281e-01	-4.326840534560361107e-01	5.930000000000000000e+03
-4.326840534560361107e-01	-1.838731477754955712e-01	5.041000000000000000e+03
-1.838731477754955712e-01	6.493775790504496825e-02	3.563000000000000000e+03
6.493775790504496825e-02	3.137486635855855077e-01	2.589000000000000000e+03
3.137486635855855077e-01	5.625595692661260472e-01	1.642000000000000000e+03
5.625595692661260472e-01	8.113704749466661426e-01	9.290000000000000000e+02
8.113704749466661426e-01	1.060181380627206682e+00	4.060000000000000000e+02
1.060181380627206682e+00	1.308992286307747221e+00	2.440000000000000000e+02
1.308992286307747221e+00	1.557803191988287761e+00	1.160000000000000000e+02
1.557803191988287761e+00	1.806614097668827856e+00	3.600000000000000000e+01
1.806614097668827856e+00	2.055425003349368840e+00	2.700000000000000000e+01
2.055425003349368840e+00	2.304235909029908935e+00	1.200000000000000000e+01
