# log10_lower_bound	log10_upper_bound	count
-4.163691366271035754e+00	-3.829380037629748657e+00	3.000000000000000000e+00
-3.829380037629748657e+00	-3.495068708988461115e+00	2.700000000000000000e+01
-3.495068708988461115e+00	-3.160757380347174017e+00	5.100000000000000000e+01
-3.160757380347174017e+00	-2.826446051705886475e+00	1.750000000000000000e+02
-2.826446051705886475e+00	-2.492134723064599378e+00	3.960000000000000000e+02
-2.492134723064599378e+00	-2.157823394423312280e+00	7.850000000000000000e+02
-2.157823394423312280e+00	-1.823512065782024738e+00	1.420000000000000000e+03
-1.823512065782024738e+00	-1.489200737140737640e+00	1.924000000000000000e+03
-1.489200737140737640e+00	-1.154889408499450543e+00	2.911000000000000000e+03
-1.154889408499450543e+00	-8.205780798581630009e-01	4.136000000000000000e+03
-8.205780798581630009e-01	-4.862667512168759032e-01	4.089000000000000000e+03
-4.862667512168759032e-01	-1.519554225755888055e-01	3.557000000000000000e+03
-1.519554225755888055e-01	1.823559060656982922e-01	2.311000000000000000e+03
1.823559060656982922e-01	5.166672347069862781e-01	1.304000000000000000e+03
5.166672347069862781e-01	8.509785633482733758e-01	6.490000000000000000e+02
8.509785633482733758e-01	1.185289891989560473e+00	1.990000000000000000e+02
1.185289891989560473e+00	1.519601220630847571e+00	3.900000000000000000e+01
1.519601220630847571e+00	1.853912549272134669e+00	1.900000000000000000e+01
1.853912549272134669e+00	2.188223877913422655e+00	3.000000000000000000e+00
2.188223877913422655e+00	2.522535206554709752e+00	2.000000000000000000e+00
