Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1751perm37 0.2479415838590664 7.53424033e-02 1.16530683e-02 1.63529832e-03 6.17635022e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.05930040e-01 3.49932641e-03 1.56604275e-01 7.49587839e-02 2.94500896e-02 1.40826963e+00 3.41063245e-03 2.31015738e-02 1.07534072e-01 1.12077080e-01 1.17098089e+00 1.33679207e+01 1.58629074e-06 3.34406097e-06 2.13708964e-08 3.25325132e-05 5.58210498e-01 1.00479772e-07 3.65840770e-07 7.30576916e-07 2.90621409e-07 2.32527920e-05 3.28180125e-08 2.90604662e-08 2.67222925e-06 5.49267561e-07 6.57866781e-05 6.01677130e-06 1.42050055e-01 3.92641921e-07
gen1751perm7 0.2480847868126574 7.54224238e-02 1.23234769e-02 2.31675716e-03 7.77390190e-04 2.67615476e-01 7.78513974e+00 3.57516803e-03 9.66253614e-02 5.11303188e-03 1.50426031e-01 7.40901783e-02 2.84574121e-02 1.37528135e+00 3.41063245e-03 2.21852711e-02 1.03755551e-01 1.11356679e-01 1.17098089e+00 1.15594538e+01 1.81129758e-06 3.61420254e-06 2.09372761e-08 3.27197230e-05 5.28312558e-01 1.06721692e-07 3.90144734e-07 7.63656681e-07 2.85375878e-07 2.05816401e-05 2.03163418e-08 2.73241367e-08 2.92159420e-06 5.50695754e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.05562916e-07
gen1751perm109 0.2490504069306224 7.54224238e-02 1.26136084e-02 2.12270173e-03 7.78343577e-04 2.93600716e-01 8.07340771e+00 3.59399124e-03 1.05930040e-01 5.53714187e-03 1.52165979e-01 7.15229834e-02 2.61317903e-02 1.37528135e+00 3.41063245e-03 2.10960337e-02 1.08020972e-01 1.09195178e-01 1.16841389e+00 1.17945802e+01 1.72132008e-06 3.35508268e-06 1.96277497e-08 3.43560419e-05 5.28312558e-01 1.07472850e-07 3.72509069e-07 7.87636614e-07 2.73375842e-07 2.39805533e-05 2.84444573e-08 2.51339257e-08 2.53564954e-06 5.54110437e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.40835891e-07
gen1751perm51 0.2496774427119918 7.24364956e-02 1.26494351e-02 2.12270173e-03 7.35128228e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.12657884e-01 3.51398884e-03 1.64387389e-01 7.15229834e-02 2.62763455e-02 1.35921813e+00 3.41063245e-03 2.26684285e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.18552451e+01 1.68459098e-06 3.38318828e-06 1.96277497e-08 3.25325132e-05 4.88551212e-01 9.20369779e-08 3.42714229e-07 6.89120229e-07 2.76123957e-07 2.24077120e-05 3.32964151e-08 2.65461196e-08 2.70095394e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.40632151e-07
gen1751perm124 0.2513004655449380 7.17987637e-02 1.23234769e-02 1.70734175e-03 8.39182399e-04 2.93600716e-01 8.12947151e+00 3.59399124e-03 1.05930040e-01 3.49932641e-03 1.50426031e-01 7.00650457e-02 3.13810711e-02 1.40826963e+00 2.94136801e-03 2.20485767e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.78005923e-06 3.34406097e-06 1.88115466e-08 3.25325132e-05 5.29318094e-01 9.20369779e-08 3.42714229e-07 6.89120229e-07 2.90018593e-07 2.31045252e-05 3.36371471e-08 2.58739286e-08 2.46325073e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.69658275e-07
gen1751perm43 0.2516547239404635 7.47206749e-02 1.18474032e-02 1.81701464e-03 8.76689134e-04 2.93600716e-01 7.75185754e+00 3.52725990e-03 1.11062754e-01 3.22020954e-03 1.52165979e-01 7.15229834e-02 3.19380585e-02 1.42045607e+00 3.44893595e-03 2.12649917e-02 1.07793012e-01 1.12406075e-01 1.12232922e+00 1.24237020e+01 1.81129758e-06 3.30965310e-06 1.96868318e-08 3.25325132e-05 5.29318094e-01 1.00479772e-07 3.65952797e-07 7.40532291e-07 3.22356912e-07 2.08507573e-05 2.92252816e-08 2.89287882e-08 2.64235561e-06 5.49267561e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.40835891e-07
gen1751perm104 0.2525742764199763 7.47206749e-02 1.18474032e-02 2.31293688e-03 9.06625487e-04 2.93600716e-01 7.81918634e+00 3.52725990e-03 1.03950169e-01 5.35185136e-03 1.50426031e-01 7.40901783e-02 2.95700104e-02 1.30081458e+00 3.41063245e-03 2.21852711e-02 1.03755551e-01 1.17855479e-01 1.17098089e+00 1.33145657e+01 1.42536795e-06 3.25398597e-06 1.96868318e-08 3.43560419e-05 5.29318094e-01 1.07817826e-07 3.65952797e-07 7.08293937e-07 2.89824000e-07 2.05816401e-05 2.54347646e-08 2.73241367e-08 2.48081173e-06 5.46259883e-07 7.16428442e-05 5.94521824e-06 1.46105858e-01 3.59772404e-07
gen1751perm44 0.2534044257241676 7.54224238e-02 1.15709771e-02 1.56741527e-03 6.80819134e-04 2.89409982e-01 7.78513974e+00 3.59399124e-03 1.09531250e-01 5.21038309e-03 1.56575777e-01 7.15229834e-02 2.62839410e-02 1.52115971e+00 3.41063245e-03 2.30850033e-02 9.63975300e-02 1.12406075e-01 1.17098089e+00 1.23116572e+01 1.68459098e-06 3.35785248e-06 2.33525793e-08 3.37964811e-05 5.28312558e-01 1.07472850e-07 4.41958342e-07 6.92681267e-07 2.94352679e-07 3.18577666e-05 2.54347646e-08 2.65523050e-08 2.86042408e-06 5.31395197e-07 6.73582974e-05 6.01677130e-06 1.46105858e-01 3.80954883e-07
gen1751perm85 0.2590499315337832 7.54224238e-02 1.35354985e-02 1.54169981e-03 6.68435202e-04 2.82949194e-01 7.92892981e+00 3.59399124e-03 1.03950169e-01 4.17056364e-03 1.50426031e-01 8.23640325e-02 2.94500896e-02 1.36488209e+00 3.84849998e-03 2.16580039e-02 9.80044059e-02 1.12406075e-01 1.17098089e+00 1.07246349e+01 1.70740900e-06 3.10006987e-06 2.13708964e-08 3.25325132e-05 4.76886106e-01 1.00479772e-07 3.65952797e-07 7.43782389e-07 2.89824000e-07 2.32527920e-05 2.24424088e-08 2.73241367e-08 2.72286647e-06 5.31395197e-07 6.57866781e-05 6.36654012e-06 1.46105858e-01 3.80954883e-07
gen1751perm32 0.2596886471942388 8.25162890e-02 1.25897785e-02 1.56741527e-03 7.77390190e-04 2.82202012e-01 7.78513974e+00 3.59399124e-03 1.12054532e-01 4.30071959e-03 1.54732794e-01 8.21300656e-02 2.84574121e-02 1.37528135e+00 3.43121840e-03 2.42455824e-02 1.06880984e-01 1.12406075e-01 1.13629405e+00 1.38567867e+01 1.72132008e-06 3.31037983e-06 1.96520832e-08 3.36837167e-05 5.28312558e-01 1.04226597e-07 3.90144734e-07 6.59521587e-07 3.44225245e-07 2.33996188e-05 2.52561737e-08 2.46139380e-08 2.86042408e-06 5.08668061e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.77356953e-07
gen1751perm72 0.2605922531354224 7.46656327e-02 1.29956986e-02 1.69515748e-03 8.34260355e-04 2.80807849e-01 7.62282449e+00 3.59399124e-03 1.09597128e-01 3.87190438e-03 1.56604275e-01 7.50617661e-02 2.94500896e-02 1.31730844e+00 3.55136620e-03 2.31723641e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.72132008e-06 2.99029126e-06 2.13708964e-08 3.25325132e-05 5.28312558e-01 1.09521472e-07 3.98970921e-07 7.40532291e-07 2.74483521e-07 2.24748505e-05 2.68893371e-08 2.25778938e-08 2.53564954e-06 5.46191713e-07 6.57866781e-05 6.01677130e-06 1.46105858e-01 3.95955286e-07
gen1751perm95 0.2610140439005215 7.87434251e-02 1.12133634e-02 1.59190855e-03 8.76689134e-04 2.57722740e-01 8.28704240e+00 3.59399124e-03 1.10931273e-01 3.49932641e-03 1.56604275e-01 7.40901783e-02 2.83942288e-02 1.42045607e+00 2.94136801e-03 2.27040959e-02 1.03755551e-01 1.12406075e-01 1.12952627e+00 1.17086768e+01 1.81129758e-06 3.31037983e-06 2.13708964e-08 3.18748648e-05 4.89673079e-01 9.57394934e-08 3.56263452e-07 7.30576916e-07 2.88629367e-07 2.00999982e-05 2.79097931e-08 2.71851346e-08 2.39188120e-06 5.49267561e-07 6.64027842e-05 5.99769208e-06 1.46105858e-01 3.80954883e-07
gen1751perm77 0.2617356854047683 7.53424033e-02 1.26494351e-02 2.12270173e-03 8.76689134e-04 2.93600716e-01 7.78513974e+00 3.63754374e-03 1.17343571e-01 4.53609867e-03 1.47979664e-01 7.00650457e-02 2.45840132e-02 1.42045607e+00 3.41063245e-03 2.26390265e-02 1.07534072e-01 1.12077080e-01 1.17098089e+00 1.22397805e+01 1.81129758e-06 3.11638517e-06 1.88861392e-08 3.25325132e-05 5.42232553e-01 9.80994909e-08 3.55761833e-07 7.53189332e-07 2.90621409e-07 2.31045252e-05 2.10645448e-08 3.00803336e-08 2.90121805e-06 5.50961782e-07 6.86845249e-05 6.10133323e-06 1.46105858e-01 4.10523810e-07
gen1751perm49 0.2636944388306163 7.54224238e-02 1.29956986e-02 2.12270173e-03 8.38271926e-04 2.75297944e-01 8.03268934e+00 3.61724451e-03 1.03950169e-01 3.87190438e-03 1.52639757e-01 7.15229834e-02 2.60556779e-02 1.27391684e+00 3.52793687e-03 2.38659364e-02 1.02341071e-01 1.12947048e-01 1.17098089e+00 1.16182528e+01 1.49667912e-06 3.31037983e-06 2.08292969e-08 3.29777699e-05 4.79015816e-01 1.01366488e-07 3.65952797e-07 6.91915291e-07 3.05924236e-07 2.01194349e-05 3.15253702e-08 2.27742287e-08 2.83653956e-06 5.31395197e-07 6.62454611e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm30 0.2654241411705747 7.54224238e-02 1.23234769e-02 1.70734175e-03 8.34260355e-04 2.80807849e-01 7.84699558e+00 3.60084691e-03 1.12657884e-01 3.49932641e-03 1.56604275e-01 8.18159276e-02 2.91169439e-02 1.13391586e+00 3.23089062e-03 2.26684285e-02 1.03755551e-01 1.12406075e-01 1.12794028e+00 1.16182528e+01 1.67744936e-06 3.34406097e-06 1.96277497e-08 3.32860682e-05 5.09949353e-01 9.57394934e-08 3.24995643e-07 7.80338906e-07 2.88629367e-07 2.41958410e-05 3.25448958e-08 2.58275849e-08 2.63240842e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.90445238e-07
gen1751perm113 0.2658972186438712 7.54224238e-02 1.26494351e-02 2.12270173e-03 8.34260355e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.10931273e-01 4.53609867e-03 1.50426031e-01 7.76102156e-02 2.84574121e-02 1.54636152e+00 3.41063245e-03 2.25213109e-02 1.03344994e-01 1.12077080e-01 1.17098089e+00 1.17945802e+01 1.68459098e-06 3.40774341e-06 2.02815142e-08 3.29777699e-05 5.28312558e-01 9.89375299e-08 3.31537060e-07 6.89120229e-07 2.90621409e-07 2.31045252e-05 2.84444573e-08 2.70357483e-08 2.65547335e-06 5.24253277e-07 6.77127872e-05 6.01677130e-06 1.39217971e-01 3.51309315e-07
gen1751perm34 0.2669302591453879 7.54224238e-02 1.27376320e-02 1.70734175e-03 6.38177294e-04 2.62089753e-01 7.78513974e+00 3.59399124e-03 1.09131502e-01 4.05557180e-03 1.56303427e-01 7.97499532e-02 2.75224482e-02 1.42045607e+00 2.98017600e-03 2.31723641e-02 1.04208911e-01 1.12406075e-01 1.17098089e+00 1.18823905e+01 1.54486761e-06 3.31037983e-06 1.98259593e-08 3.33533701e-05 5.29318094e-01 1.11196351e-07 3.82940106e-07 6.77085613e-07 3.16106333e-07 1.93059506e-05 3.15253702e-08 2.82201921e-08 2.81402437e-06 5.31395197e-07 6.77127872e-05 5.54725717e-06 1.41647183e-01 3.51314355e-07
gen1751perm57 0.2676127022650705 7.48109686e-02 1.26494351e-02 2.12270173e-03 8.30114842e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.05930040e-01 5.49874801e-03 1.50426031e-01 7.00650457e-02 2.86275488e-02 1.37528135e+00 3.41063245e-03 2.26390265e-02 1.04868319e-01 1.12406075e-01 1.17098089e+00 1.22397805e+01 1.49667912e-06 3.34406097e-06 1.88861392e-08 3.25325132e-05 5.76714153e-01 1.07817826e-07 3.23448054e-07 6.89120229e-07 3.22356912e-07 2.31045252e-05 3.68390667e-08 2.72475667e-08 2.65547335e-06 5.49880171e-07 6.77127872e-05 6.18887130e-06 1.52093165e-01 3.96668216e-07
gen1751perm112 0.2695629764751727 7.47206749e-02 1.25897785e-02 1.54801626e-03 8.60485834e-04 2.79777691e-01 7.78513974e+00 3.52725990e-03 1.10931273e-01 3.31508713e-03 1.55771099e-01 7.40901783e-02 2.95700104e-02 1.26502048e+00 3.65841987e-03 2.26390265e-02 1.09445739e-01 1.13410895e-01 1.22839059e+00 1.09750050e+01 1.81129758e-06 3.35508268e-06 2.13708964e-08 3.40296399e-05 5.28312558e-01 9.73789718e-08 4.30239743e-07 7.58758848e-07 3.12409319e-07 2.39005163e-05 3.11123803e-08 2.71851346e-08 2.53564954e-06 5.46259883e-07 6.73582974e-05 6.01677130e-06 1.46105858e-01 3.45934036e-07
gen1751perm45 0.2705300070844283 7.00805018e-02 1.23234769e-02 1.70734175e-03 8.34260355e-04 2.93600716e-01 7.84699558e+00 3.59399124e-03 1.12657884e-01 3.49932641e-03 1.51986249e-01 7.40387184e-02 2.51316197e-02 1.57987193e+00 2.94136801e-03 2.25330899e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.14470723e+01 1.68009516e-06 3.31037983e-06 1.96277497e-08 3.32049806e-05 5.28312558e-01 9.20612964e-08 3.65952797e-07 7.93528607e-07 3.11862845e-07 2.01194349e-05 3.46611665e-08 2.73508493e-08 2.65547335e-06 5.51151136e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.68099568e-07
gen1751perm27 0.2772598560369867 7.24249236e-02 1.29956986e-02 1.58083583e-03 7.77390190e-04 3.01833669e-01 8.03643453e+00 3.52725990e-03 1.12657884e-01 4.18181571e-03 1.50426031e-01 7.40901783e-02 2.84574121e-02 1.37102924e+00 3.54735692e-03 2.01030903e-02 1.03755551e-01 1.12406075e-01 1.21195556e+00 1.32282979e+01 1.81129758e-06 3.27728433e-06 2.13708964e-08 3.29777699e-05 5.28312558e-01 1.07473377e-07 4.41958342e-07 6.92681267e-07 2.84725280e-07 2.01194349e-05 2.24424088e-08 2.61863173e-08 2.72286647e-06 5.58998144e-07 6.87744296e-05 6.01677130e-06 1.46105858e-01 3.80809454e-07
gen1751perm24 0.2791325116329477 7.86231930e-02 1.23234769e-02 2.12270173e-03 8.39182399e-04 2.82202012e-01 7.81918634e+00 3.59399124e-03 1.10931273e-01 4.17056364e-03 1.50426031e-01 8.01403881e-02 2.84574121e-02 1.40826963e+00 3.41063245e-03 2.19319677e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.29107258e+01 1.67744936e-06 3.34406097e-06 1.88115466e-08 3.32049806e-05 5.28312558e-01 1.04871045e-07 3.65952797e-07 6.91915291e-07 2.75098840e-07 2.52817812e-05 3.25448958e-08 2.73508493e-08 2.81402437e-06 5.31395197e-07 6.77127872e-05 5.56262627e-06 1.49808298e-01 3.57188963e-07
gen1751perm23 0.2828590479592935 7.48109686e-02 1.23234769e-02 1.86045128e-03 8.34260355e-04 2.76173196e-01 7.78513974e+00 3.59399124e-03 1.03950169e-01 3.49932641e-03 1.56422321e-01 7.40901783e-02 2.51316197e-02 1.18572474e+00 2.94136801e-03 2.16580039e-02 1.06880984e-01 1.12406075e-01 1.17098089e+00 1.05836314e+01 1.70740900e-06 3.65844248e-06 2.08292969e-08 3.32860682e-05 5.28312558e-01 1.01366488e-07 3.24995643e-07 7.43782389e-07 2.89824000e-07 2.05816401e-05 3.08625866e-08 2.73241367e-08 2.72286647e-06 5.31395197e-07 6.93172581e-05 6.01677130e-06 1.46105858e-01 3.90445238e-07
gen1751perm114 0.2845817989390560 7.98408855e-02 1.30807130e-02 2.22418629e-03 7.94774617e-04 2.98345858e-01 8.07340771e+00 3.31759877e-03 1.05930040e-01 5.11303188e-03 1.52165979e-01 7.00650457e-02 3.13810711e-02 1.36354053e+00 3.21477494e-03 2.26390265e-02 1.03344994e-01 1.12406075e-01 1.12712893e+00 1.02899776e+01 1.79734211e-06 3.31037983e-06 1.88861392e-08 3.44619914e-05 5.26671453e-01 8.68176186e-08 3.55333293e-07 7.87636614e-07 3.14761109e-07 2.31045252e-05 3.08625866e-08 2.89287882e-08 2.53564954e-06 5.46259883e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.57188963e-07
gen1751perm128 0.2860596086801435 8.04601817e-02 1.25869168e-02 1.65545804e-03 6.36721306e-04 2.93600716e-01 7.14407256e+00 3.59399124e-03 1.06069005e-01 3.11769451e-03 1.52623766e-01 7.40387184e-02 2.75262986e-02 1.18459264e+00 3.17175652e-03 2.18762057e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.39320040e+01 1.57052074e-06 3.35508268e-06 2.15000261e-08 3.25325132e-05 5.28312558e-01 9.20612964e-08 3.51916657e-07 7.40532291e-07 3.11862845e-07 2.25049981e-05 2.88029074e-08 2.49986865e-08 2.65547335e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.74874775e-07
gen1751perm1 0.2912715921400369 7.94432074e-02 1.25517245e-02 2.12270173e-03 7.77390190e-04 2.80807849e-01 8.03643453e+00 3.57516803e-03 1.12657884e-01 5.16300073e-03 1.52254266e-01 7.40901783e-02 3.12724186e-02 1.40826963e+00 3.08737636e-03 2.16580039e-02 1.03755551e-01 1.03441986e-01 1.17098089e+00 1.17945802e+01 1.72132008e-06 3.31037983e-06 1.99219163e-08 3.29777699e-05 5.28312558e-01 9.08996970e-08 3.90144734e-07 7.87636614e-07 3.05843505e-07 2.01194349e-05 2.79097931e-08 2.29007479e-08 2.49706030e-06 5.24467888e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm142 0.2920268190811050 7.97468287e-02 1.21848332e-02 2.12270173e-03 7.77067376e-04 2.80807849e-01 8.07340771e+00 3.59399124e-03 1.12657884e-01 3.49932641e-03 1.52165979e-01 8.21300656e-02 2.94500896e-02 1.36354053e+00 3.41063245e-03 2.25213109e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.17945802e+01 1.81129758e-06 3.31037983e-06 2.02815142e-08 3.25325132e-05 5.29318094e-01 1.01366488e-07 3.65952797e-07 7.14638804e-07 3.22356912e-07 2.31045252e-05 2.84444573e-08 2.29375806e-08 2.61682402e-06 5.46259883e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.51309315e-07
gen1751perm94 0.2944718167044988 7.01379567e-02 1.29956986e-02 1.98859125e-03 7.05492562e-04 2.85561983e-01 7.81188789e+00 3.75662399e-03 1.00825090e-01 5.33597263e-03 1.50426031e-01 7.72820559e-02 2.75262986e-02 1.37528135e+00 3.23089062e-03 2.27040959e-02 1.04868319e-01 1.10011797e-01 1.18811917e+00 1.16182528e+01 1.49667912e-06 3.31037983e-06 1.96868318e-08 3.25325132e-05 5.18113552e-01 1.11196351e-07 3.82940106e-07 6.91915291e-07 3.05924236e-07 2.52867673e-05 2.87411280e-08 2.46798234e-08 2.81402437e-06 5.31395197e-07 6.77127872e-05 5.79200482e-06 1.46105858e-01 3.83563078e-07
gen1751perm47 0.2960483304839010 7.86877654e-02 1.25897785e-02 1.54791684e-03 7.38606294e-04 2.67142173e-01 7.96559058e+00 3.80251014e-03 1.12657884e-01 5.31619096e-03 1.56604275e-01 6.80882677e-02 2.75262986e-02 1.17754920e+00 3.23089062e-03 2.25213109e-02 1.03755551e-01 1.11433511e-01 1.14545723e+00 1.35430123e+01 1.58374085e-06 3.31037983e-06 1.96277497e-08 3.25325132e-05 5.28312558e-01 9.97674151e-08 3.53375391e-07 7.40532291e-07 3.18343559e-07 2.39005163e-05 3.39741014e-08 2.72186704e-08 2.79436569e-06 5.29350641e-07 6.77127872e-05 6.01677130e-06 1.51345724e-01 3.52980800e-07
gen1751perm60 0.2968949993073945 7.08712809e-02 1.26494351e-02 2.12270173e-03 8.39182399e-04 2.93600716e-01 7.84699558e+00 3.87339249e-03 1.04194881e-01 3.87190438e-03 1.52165979e-01 9.11532288e-02 3.13810711e-02 1.36354053e+00 3.33328663e-03 2.26390265e-02 1.03344994e-01 1.12406075e-01 1.17098089e+00 1.17086768e+01 1.68459098e-06 3.34406097e-06 1.88861392e-08 3.26533649e-05 5.28312558e-01 9.20369779e-08 3.90144734e-07 6.89120229e-07 2.96937080e-07 2.20657711e-05 2.60080542e-08 2.71851346e-08 2.65547335e-06 5.24253277e-07 6.73582974e-05 6.37256989e-06 1.46105858e-01 3.93840144e-07
gen1751perm42 0.3014949303842694 7.46830303e-02 1.23234769e-02 1.63551650e-03 6.36275607e-04 2.80807849e-01 7.80410406e+00 3.52725990e-03 1.08348615e-01 3.27508692e-03 1.56604275e-01 7.70871512e-02 2.75262986e-02 1.28442327e+00 3.23089062e-03 2.26390265e-02 1.04868319e-01 1.12406075e-01 1.22664533e+00 1.39320040e+01 1.72132008e-06 3.35508268e-06 1.96277497e-08 3.32049806e-05 5.28312558e-01 9.57394934e-08 3.65952797e-07 6.92681267e-07 3.11862845e-07 1.83757851e-05 2.87429825e-08 2.49109436e-08 2.63240842e-06 5.70536404e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.52980800e-07
gen1751perm98 0.3022412952389978 8.14958070e-02 1.23234769e-02 1.69515748e-03 8.34260355e-04 2.68741334e-01 7.89244920e+00 3.59554706e-03 1.12657884e-01 3.49932641e-03 1.51423835e-01 7.70871512e-02 2.94500896e-02 1.40826963e+00 2.68868322e-03 2.18336780e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.27246778e+01 1.72132008e-06 3.31037983e-06 1.98559747e-08 3.18770480e-05 5.28312558e-01 9.60994801e-08 3.65952797e-07 8.51098584e-07 2.99234608e-07 2.19776048e-05 3.15194578e-08 2.71851346e-08 2.61682402e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.51661260e-01 3.93840144e-07
gen1751perm108 0.3053654229942083 7.54224238e-02 1.25897785e-02 2.12270173e-03 8.79474942e-04 2.89409982e-01 8.06200982e+00 3.91760876e-03 1.05930040e-01 3.31508713e-03 1.50426031e-01 6.47357409e-02 3.13810711e-02 1.40826963e+00 3.41063245e-03 2.33753384e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.22397805e+01 1.68459098e-06 3.35785248e-06 1.80528301e-08 3.29777699e-05 5.28312558e-01 9.73789718e-08 3.42714229e-07 6.92681267e-07 2.73152554e-07 2.21436377e-05 2.87411280e-08 2.95062403e-08 2.65547335e-06 5.24253277e-07 6.86845249e-05 5.82347724e-06 1.36920760e-01 3.77356953e-07
gen1751perm102 0.3081875705310937 7.48109686e-02 1.23234769e-02 2.12270173e-03 7.91136048e-04 2.93600716e-01 7.78513974e+00 3.53712404e-03 1.07771772e-01 3.56563539e-03 1.44186958e-01 7.81556938e-02 2.37357338e-02 1.40826963e+00 3.05633722e-03 2.26684285e-02 1.04868319e-01 1.12406075e-01 1.17098089e+00 1.14470723e+01 1.67744936e-06 3.35508268e-06 1.96520832e-08 3.29777699e-05 5.72692997e-01 1.11733838e-07 3.24995643e-07 6.91915291e-07 2.90621409e-07 2.52817812e-05 3.25448958e-08 2.73508493e-08 2.96417963e-06 5.75699477e-07 6.73582974e-05 6.01677130e-06 1.38412232e-01 3.90445238e-07
gen1751perm59 0.3145402099080424 7.54224238e-02 1.23234769e-02 1.47790746e-03 8.34260355e-04 2.82202012e-01 8.06200982e+00 3.70951347e-03 9.60524803e-02 4.53609867e-03 1.50426031e-01 7.00650457e-02 3.00557818e-02 1.40826963e+00 3.41063245e-03 2.21852711e-02 1.02243037e-01 1.12406075e-01 1.10842392e+00 1.22397805e+01 1.64051845e-06 3.31037983e-06 1.98950995e-08 3.25325132e-05 5.29318094e-01 9.57394934e-08 3.42714229e-07 7.40532291e-07 2.90621409e-07 2.04976965e-05 3.36371471e-08 2.73508493e-08 2.59403163e-06 5.24253277e-07 6.86845249e-05 6.01677130e-06 1.46105858e-01 3.77356953e-07
gen1751perm20 0.3148845169174108 7.56680743e-02 1.25517245e-02 1.56741527e-03 8.76689134e-04 2.79694731e-01 8.12740720e+00 3.59399124e-03 1.09131502e-01 3.00248093e-03 1.52165979e-01 7.98920233e-02 2.84574121e-02 1.33547119e+00 3.41063245e-03 2.27040959e-02 1.06880984e-01 1.12406075e-01 1.17098089e+00 1.19606954e+01 1.81129758e-06 3.09343343e-06 2.13708964e-08 3.27197230e-05 5.28312558e-01 9.89375299e-08 3.90144734e-07 7.87636614e-07 3.11361870e-07 2.31045252e-05 2.24424088e-08 2.71851346e-08 2.39188120e-06 5.50385314e-07 6.64027842e-05 6.01677130e-06 1.56884440e-01 4.05562916e-07
gen1751perm19 0.3186877203402333 8.19845390e-02 1.23234769e-02 2.12270173e-03 8.05809338e-04 2.83266501e-01 7.78513974e+00 3.59399124e-03 1.02484041e-01 5.11303188e-03 1.52165979e-01 7.76102156e-02 2.94500896e-02 1.42045607e+00 3.41063245e-03 2.27040959e-02 1.03344994e-01 1.12406075e-01 1.16841389e+00 1.17945802e+01 1.81129758e-06 3.07850227e-06 2.02815142e-08 3.25325132e-05 5.22803057e-01 9.57394934e-08 3.68070953e-07 7.82833908e-07 3.12409319e-07 2.31045252e-05 2.15917055e-08 2.71851346e-08 2.61682402e-06 4.98995739e-07 6.64027842e-05 6.18346972e-06 1.46105858e-01 3.80954883e-07
gen1751perm68 0.3244671905752574 6.79961874e-02 1.25368397e-02 1.69515748e-03 8.27556543e-04 2.90523230e-01 8.43241852e+00 3.59399124e-03 1.10931273e-01 5.90288987e-03 1.51146532e-01 7.97499532e-02 2.89112411e-02 1.42060579e+00 3.33328663e-03 2.25875153e-02 9.97664985e-02 1.12947048e-01 1.16841389e+00 1.30858024e+01 1.45627896e-06 2.99081409e-06 2.05017502e-08 3.25325132e-05 4.94022721e-01 1.01931070e-07 3.65952797e-07 7.65411349e-07 3.38873587e-07 2.14433998e-05 2.04414331e-08 2.55796640e-08 2.63240842e-06 5.13580978e-07 6.77127872e-05 5.81369076e-06 1.46105858e-01 3.78219195e-07
gen1751perm9 0.3266751679314691 7.54224238e-02 1.23702381e-02 1.64073715e-03 7.51406905e-04 2.93600716e-01 7.78513974e+00 3.51626972e-03 1.09131502e-01 2.90111728e-03 1.52165979e-01 7.15229834e-02 2.75262986e-02 1.52163176e+00 3.17175652e-03 2.26390265e-02 1.02713015e-01 1.12077080e-01 1.17098089e+00 1.37897583e+01 1.73754131e-06 3.31037983e-06 1.94654028e-08 3.25325132e-05 5.28312558e-01 9.20612964e-08 3.51916657e-07 6.92681267e-07 3.12409319e-07 2.31045252e-05 3.13871375e-08 3.00803336e-08 2.65547335e-06 5.49008530e-07 6.47438804e-05 6.10133323e-06 1.56974467e-01 3.52980800e-07
