# log10_lower_bound	log10_upper_bound	count
2.238250851290007670e+00	2.584632481787285219e+00	4.000000000000000000e+00
2.584632481787285219e+00	2.931014112284563211e+00	5.100000000000000000e+01
2.931014112284563211e+00	3.277395742781840760e+00	1.760000000000000000e+02
3.277395742781840760e+00	3.623777373279118308e+00	4.140000000000000000e+02
3.623777373279118308e+00	3.970159003776396300e+00	1.065000000000000000e+03
3.970159003776396300e+00	4.316540634273673405e+00	2.336000000000000000e+03
4.316540634273673405e+00	4.662922264770951841e+00	4.408000000000000000e+03
4.662922264770951841e+00	5.009303895268229390e+00	6.281000000000000000e+03
5.009303895268229390e+00	5.355685525765506938e+00	7.861000000000000000e+03
5.355685525765506938e+00	5.702067156262785375e+00	8.464000000000000000e+03
5.702067156262785375e+00	6.048448786760062035e+00	7.494000000000000000e+03
6.048448786760062035e+00	6.394830417257340471e+00	6.447000000000000000e+03
6.394830417257340471e+00	6.741212047754617132e+00	4.347000000000000000e+03
6.741212047754617132e+00	7.087593678251895568e+00	2.463000000000000000e+03
7.087593678251895568e+00	7.433975308749174005e+00	1.246000000000000000e+03
7.433975308749174005e+00	7.780356939246450665e+00	6.260000000000000000e+02
7.780356939246450665e+00	8.126738569743729101e+00	2.190000000000000000e+02
8.126738569743729101e+00	8.473120200241005762e+00	6.600000000000000000e+01
8.473120200241005762e+00	8.819501830738284198e+00	2.900000000000000000e+01
8.819501830738284198e+00	9.165883461235562635e+00	3.000000000000000000e+00
