# log10_lower_bound	log10_upper_bound	count
-2.947777446551782532e+00	-2.777006441470699638e+00	2.910000000000000000e+02
-2.777006441470699638e+00	-2.606235436389616744e+00	1.984000000000000000e+03
-2.606235436389616744e+00	-2.435464431308534294e+00	3.225000000000000000e+03
-2.435464431308534294e+00	-2.264693426227450956e+00	3.324000000000000000e+03
-2.264693426227450956e+00	-2.093922421146368507e+00	3.298000000000000000e+03
-2.093922421146368507e+00	-1.923151416065285613e+00	2.891000000000000000e+03
-1.923151416065285613e+00	-1.752380410984202719e+00	2.412000000000000000e+03
-1.752380410984202719e+00	-1.581609405903119825e+00	1.975000000000000000e+03
-1.581609405903119825e+00	-1.410838400822036931e+00	1.620000000000000000e+03
-1.410838400822036931e+00	-1.240067395740954037e+00	1.124000000000000000e+03
-1.240067395740954037e+00	-1.069296390659871365e+00	7.050000000000000000e+02
-1.069296390659871365e+00	-8.985253855787886934e-01	4.690000000000000000e+02
-8.985253855787886934e-01	-7.277543804977057995e-01	2.980000000000000000e+02
-7.277543804977057995e-01	-5.569833754166229056e-01	1.300000000000000000e+02
-5.569833754166229056e-01	-3.862123703355400117e-01	1.040000000000000000e+02
-3.862123703355400117e-01	-2.154413652544571178e-01	8.500000000000000000e+01
-2.154413652544571178e-01	-4.467036017337422393e-02	3.700000000000000000e+01
-4.467036017337422393e-02	1.261006449077086700e-01	1.400000000000000000e+01
1.261006449077086700e-01	2.968716499887915639e-01	5.000000000000000000e+00
2.968716499887915639e-01	4.676426550698739026e-01	9.000000000000000000e+00
