# log10_lower_bound	log10_upper_bound	count
2.606536549640316558e+00	2.931935681994544129e+00	2.000000000000000000e+01
2.931935681994544129e+00	3.257334814348771701e+00	6.800000000000000000e+01
3.257334814348771701e+00	3.582733946702998828e+00	1.330000000000000000e+02
3.582733946702998828e+00	3.908133079057226400e+00	2.350000000000000000e+02
3.908133079057226400e+00	4.233532211411453972e+00	4.830000000000000000e+02
4.233532211411453972e+00	4.558931343765681099e+00	1.257000000000000000e+03
4.558931343765681099e+00	4.884330476119908226e+00	2.394000000000000000e+03
4.884330476119908226e+00	5.209729608474136242e+00	2.883000000000000000e+03
5.209729608474136242e+00	5.535128740828364258e+00	3.250000000000000000e+03
5.535128740828364258e+00	5.860527873182591385e+00	3.796000000000000000e+03
5.860527873182591385e+00	6.185927005536818513e+00	3.462000000000000000e+03
6.185927005536818513e+00	6.511326137891046528e+00	2.811000000000000000e+03
6.511326137891046528e+00	6.836725270245273656e+00	1.554000000000000000e+03
6.836725270245273656e+00	7.162124402599500783e+00	8.180000000000000000e+02
7.162124402599500783e+00	7.487523534953728799e+00	4.840000000000000000e+02
7.487523534953728799e+00	7.812922667307955926e+00	1.930000000000000000e+02
7.812922667307955926e+00	8.138321799662183054e+00	9.700000000000000000e+01
8.138321799662183054e+00	8.463720932016411069e+00	4.100000000000000000e+01
8.463720932016411069e+00	8.789120064370639085e+00	2.000000000000000000e+01
8.789120064370639085e+00	9.114519196724865324e+00	1.000000000000000000e+00
