# log10_lower_bound	log10_upper_bound	count
3.261640306539053569e+00	3.568356119064025833e+00	1.100000000000000000e+01
3.568356119064025833e+00	3.875071931588997654e+00	5.900000000000000000e+01
3.875071931588997654e+00	4.181787744113970362e+00	1.870000000000000000e+02
4.181787744113970362e+00	4.488503556638941738e+00	5.000000000000000000e+02
4.488503556638941738e+00	4.795219369163914003e+00	1.093000000000000000e+03
4.795219369163914003e+00	5.101935181688886267e+00	1.597000000000000000e+03
5.101935181688886267e+00	5.408650994213857643e+00	2.470000000000000000e+03
5.408650994213857643e+00	5.715366806738829908e+00	3.222000000000000000e+03
5.715366806738829908e+00	6.022082619263802172e+00	3.142000000000000000e+03
6.022082619263802172e+00	6.328798431788774437e+00	3.192000000000000000e+03
6.328798431788774437e+00	6.635514244313746701e+00	2.787000000000000000e+03
6.635514244313746701e+00	6.942230056838718966e+00	2.186000000000000000e+03
6.942230056838718966e+00	7.248945869363691230e+00	1.354000000000000000e+03
7.248945869363691230e+00	7.555661681888662606e+00	9.610000000000000000e+02
7.555661681888662606e+00	7.862377494413634871e+00	6.620000000000000000e+02
7.862377494413634871e+00	8.169093306938606247e+00	3.210000000000000000e+02
8.169093306938606247e+00	8.475809119463580288e+00	1.460000000000000000e+02
8.475809119463580288e+00	8.782524931988550776e+00	8.000000000000000000e+01
8.782524931988550776e+00	9.089240744513523040e+00	2.300000000000000000e+01
9.089240744513523040e+00	9.395956557038495305e+00	7.000000000000000000e+00
