# log10_lower_bound	log10_upper_bound	count
-3.728891088336415915e+00	-3.690672513651657383e+00	7.100000000000000000e+01
-3.690672513651657383e+00	-3.652453938966898850e+00	9.960000000000000000e+02
-3.652453938966898850e+00	-3.614235364282140317e+00	2.702000000000000000e+03
-3.614235364282140317e+00	-3.576016789597381784e+00	4.495000000000000000e+03
-3.576016789597381784e+00	-3.537798214912623251e+00	6.265000000000000000e+03
-3.537798214912623251e+00	-3.499579640227864719e+00	8.235000000000000000e+03
-3.499579640227864719e+00	-3.461361065543106186e+00	8.513000000000000000e+03
-3.461361065543106186e+00	-3.423142490858347653e+00	7.190000000000000000e+03
-3.423142490858347653e+00	-3.384923916173589120e+00	5.531000000000000000e+03
-3.384923916173589120e+00	-3.346705341488830143e+00	3.831000000000000000e+03
-3.346705341488830143e+00	-3.308486766804072055e+00	2.432000000000000000e+03
-3.308486766804072055e+00	-3.270268192119313078e+00	1.442000000000000000e+03
-3.270268192119313078e+00	-3.232049617434554545e+00	9.540000000000000000e+02
-3.232049617434554545e+00	-3.193831042749796012e+00	5.670000000000000000e+02
-3.193831042749796012e+00	-3.155612468065037479e+00	3.360000000000000000e+02
-3.155612468065037479e+00	-3.117393893380278946e+00	2.380000000000000000e+02
-3.117393893380278946e+00	-3.079175318695520414e+00	9.300000000000000000e+01
-3.079175318695520414e+00	-3.040956744010761881e+00	6.300000000000000000e+01
-3.040956744010761881e+00	-3.002738169326003348e+00	3.800000000000000000e+01
-3.002738169326003348e+00	-2.964519594641244815e+00	8.000000000000000000e+00
