# log10_lower_bound	log10_upper_bound	count
-2.962634796504127532e+00	-2.789865560772257780e+00	5.210000000000000000e+02
-2.789865560772257780e+00	-2.617096325040388027e+00	4.368000000000000000e+03
-2.617096325040388027e+00	-2.444327089308518275e+00	7.588000000000000000e+03
-2.444327089308518275e+00	-2.271557853576648522e+00	7.794000000000000000e+03
-2.271557853576648522e+00	-2.098788617844778770e+00	7.621000000000000000e+03
-2.098788617844778770e+00	-1.926019382112909017e+00	6.661000000000000000e+03
-1.926019382112909017e+00	-1.753250146381039265e+00	5.521000000000000000e+03
-1.753250146381039265e+00	-1.580480910649169513e+00	4.204000000000000000e+03
-1.580480910649169513e+00	-1.407711674917299760e+00	3.443000000000000000e+03
-1.407711674917299760e+00	-1.234942439185430008e+00	2.364000000000000000e+03
-1.234942439185430008e+00	-1.062173203453560255e+00	1.539000000000000000e+03
-1.062173203453560255e+00	-8.894039677216905027e-01	9.790000000000000000e+02
-8.894039677216905027e-01	-7.166347319898207502e-01	5.590000000000000000e+02
-7.166347319898207502e-01	-5.438654962579509977e-01	2.990000000000000000e+02
-5.438654962579509977e-01	-3.710962605260812452e-01	2.490000000000000000e+02
-3.710962605260812452e-01	-1.983270247942114928e-01	1.650000000000000000e+02
-1.983270247942114928e-01	-2.555778906234174030e-02	7.100000000000000000e+01
-2.555778906234174030e-02	1.472114466695280122e-01	2.500000000000000000e+01
1.472114466695280122e-01	3.199806824013977646e-01	1.700000000000000000e+01
3.199806824013977646e-01	4.927499181332676836e-01	1.200000000000000000e+01
