# log10_lower_bound	log10_upper_bound	count
-4.575257509235018283e+00	-4.263398267647363404e+00	5.000000000000000000e+00
-4.263398267647363404e+00	-3.951539026059708526e+00	2.100000000000000000e+01
-3.951539026059708526e+00	-3.639679784472054092e+00	1.360000000000000000e+02
-3.639679784472054092e+00	-3.327820542884399213e+00	2.980000000000000000e+02
-3.327820542884399213e+00	-3.015961301296744335e+00	7.490000000000000000e+02
-3.015961301296744335e+00	-2.704102059709089900e+00	1.507000000000000000e+03
-2.704102059709089900e+00	-2.392242818121435022e+00	2.041000000000000000e+03
-2.392242818121435022e+00	-2.080383576533780143e+00	2.801000000000000000e+03
-2.080383576533780143e+00	-1.768524334946125265e+00	3.843000000000000000e+03
-1.768524334946125265e+00	-1.456665093358470386e+00	3.827000000000000000e+03
-1.456665093358470386e+00	-1.144805851770815952e+00	3.053000000000000000e+03
-1.144805851770815952e+00	-8.329466101831610736e-01	2.352000000000000000e+03
-8.329466101831610736e-01	-5.210873685955066392e-01	1.598000000000000000e+03
-5.210873685955066392e-01	-2.092281270078517608e-01	9.780000000000000000e+02
-2.092281270078517608e-01	1.026311145798031177e-01	4.210000000000000000e+02
1.026311145798031177e-01	4.144903561674579962e-01	2.720000000000000000e+02
4.144903561674579962e-01	7.263495977551128746e-01	6.800000000000000000e+01
7.263495977551128746e-01	1.038208839342767753e+00	1.700000000000000000e+01
1.038208839342767753e+00	1.350068080930422632e+00	1.000000000000000000e+01
1.350068080930422632e+00	1.661927322518076844e+00	3.000000000000000000e+00
