# log10_lower_bound	log10_upper_bound	count
3.080182904651941556e+00	3.187595927255494566e+00	2.500000000000000000e+01
3.187595927255494566e+00	3.295008949859047132e+00	3.780000000000000000e+02
3.295008949859047132e+00	3.402421972462600142e+00	8.790000000000000000e+02
3.402421972462600142e+00	3.509834995066153152e+00	1.653000000000000000e+03
3.509834995066153152e+00	3.617248017669705717e+00	2.133000000000000000e+03
3.617248017669705717e+00	3.724661040273258727e+00	2.910000000000000000e+03
3.724661040273258727e+00	3.832074062876811738e+00	3.450000000000000000e+03
3.832074062876811738e+00	3.939487085480364748e+00	3.446000000000000000e+03
3.939487085480364748e+00	4.046900108083917758e+00	3.288000000000000000e+03
4.046900108083917758e+00	4.154313130687469879e+00	2.396000000000000000e+03
4.154313130687469879e+00	4.261726153291022889e+00	1.784000000000000000e+03
4.261726153291022889e+00	4.369139175894575899e+00	9.790000000000000000e+02
4.369139175894575899e+00	4.476552198498128909e+00	4.310000000000000000e+02
4.476552198498128909e+00	4.583965221101681919e+00	1.610000000000000000e+02
4.583965221101681919e+00	4.691378243705234929e+00	5.600000000000000000e+01
4.691378243705234929e+00	4.798791266308787939e+00	1.900000000000000000e+01
4.798791266308787939e+00	4.906204288912340061e+00	8.000000000000000000e+00
4.906204288912340061e+00	5.013617311515893071e+00	2.000000000000000000e+00
5.013617311515893071e+00	5.121030334119446081e+00	1.000000000000000000e+00
5.121030334119446081e+00	5.228443356722999091e+00	1.000000000000000000e+00
