# log10_lower_bound	log10_upper_bound	count
-5.050292536554490397e+00	-4.697577025103476522e+00	1.430000000000000000e+02
-4.697577025103476522e+00	-4.344861513652462648e+00	3.230000000000000000e+02
-4.344861513652462648e+00	-3.992146002201449662e+00	6.310000000000000000e+02
-3.992146002201449662e+00	-3.639430490750435787e+00	5.480000000000000000e+02
-3.639430490750435787e+00	-3.286714979299421913e+00	9.020000000000000000e+02
-3.286714979299421913e+00	-2.933999467848408482e+00	2.345000000000000000e+03
-2.933999467848408482e+00	-2.581283956397395052e+00	4.315000000000000000e+03
-2.581283956397395052e+00	-2.228568444946381177e+00	1.169000000000000000e+04
-2.228568444946381177e+00	-1.875852933495367303e+00	2.117900000000000000e+04
-1.875852933495367303e+00	-1.523137422044353873e+00	3.322700000000000000e+04
-1.523137422044353873e+00	-1.170421910593340442e+00	4.113400000000000000e+04
-1.170421910593340442e+00	-8.177063991423265676e-01	4.474500000000000000e+04
-8.177063991423265676e-01	-4.649908876913126932e-01	3.939000000000000000e+04
-4.649908876913126932e-01	-1.122753762402997069e-01	2.913600000000000000e+04
-1.122753762402997069e-01	2.404401352107141676e-01	1.880200000000000000e+04
2.404401352107141676e-01	5.931556466617280421e-01	1.046600000000000000e+04
5.931556466617280421e-01	9.458711581127419166e-01	6.288000000000000000e+03
9.458711581127419166e-01	1.298586669563755791e+00	3.299000000000000000e+03
1.298586669563755791e+00	1.651302181014768777e+00	1.086000000000000000e+03
1.651302181014768777e+00	2.004017692465782652e+00	3.510000000000000000e+02
