# log10_lower_bound	log10_upper_bound	count
-4.133020521169494366e+00	-3.898775813074200958e+00	1.320000000000000000e+02
-3.898775813074200958e+00	-3.664531104978907550e+00	5.370000000000000000e+02
-3.664531104978907550e+00	-3.430286396883614586e+00	9.390000000000000000e+02
-3.430286396883614586e+00	-3.196041688788320734e+00	1.653000000000000000e+03
-3.196041688788320734e+00	-2.961796980693027770e+00	3.478000000000000000e+03
-2.961796980693027770e+00	-2.727552272597734362e+00	4.946000000000000000e+03
-2.727552272597734362e+00	-2.493307564502440954e+00	7.396000000000000000e+03
-2.493307564502440954e+00	-2.259062856407147546e+00	1.092000000000000000e+04
-2.259062856407147546e+00	-2.024818148311854138e+00	1.463700000000000000e+04
-2.024818148311854138e+00	-1.790573440216560730e+00	1.612900000000000000e+04
-1.790573440216560730e+00	-1.556328732121267322e+00	1.614800000000000000e+04
-1.556328732121267322e+00	-1.322084024025974358e+00	1.361500000000000000e+04
-1.322084024025974358e+00	-1.087839315930680950e+00	1.009900000000000000e+04
-1.087839315930680950e+00	-8.535946078353875421e-01	8.474000000000000000e+03
-8.535946078353875421e-01	-6.193498997400941342e-01	5.390000000000000000e+03
-6.193498997400941342e-01	-3.851051916448007262e-01	3.420000000000000000e+03
-3.851051916448007262e-01	-1.508604835495073182e-01	2.218000000000000000e+03
-1.508604835495073182e-01	8.338422454578608978e-02	7.330000000000000000e+02
8.338422454578608978e-02	3.176289326410790537e-01	2.800000000000000000e+02
3.176289326410790537e-01	5.518736407363732388e-01	1.650000000000000000e+02
