# log10_lower_bound	log10_upper_bound	count
-5.210571601455039392e+00	-4.904882682711162900e+00	4.900000000000000000e+01
-4.904882682711162900e+00	-4.599193763967287296e+00	1.250000000000000000e+02
-4.599193763967287296e+00	-4.293504845223410804e+00	1.540000000000000000e+02
-4.293504845223410804e+00	-3.987815926479534312e+00	2.590000000000000000e+02
-3.987815926479534312e+00	-3.682127007735658264e+00	6.740000000000000000e+02
-3.682127007735658264e+00	-3.376438088991782216e+00	8.200000000000000000e+02
-3.376438088991782216e+00	-3.070749170247905724e+00	8.510000000000000000e+02
-3.070749170247905724e+00	-2.765060251504029676e+00	4.684000000000000000e+03
-2.765060251504029676e+00	-2.459371332760153628e+00	4.811200000000000000e+04
-2.459371332760153628e+00	-2.153682414016277136e+00	6.336000000000000000e+04
-2.153682414016277136e+00	-1.847993495272401088e+00	5.729100000000000000e+04
-1.847993495272401088e+00	-1.542304576528525040e+00	4.200500000000000000e+04
-1.542304576528525040e+00	-1.236615657784648548e+00	2.963100000000000000e+04
-1.236615657784648548e+00	-9.309267390407720555e-01	1.168100000000000000e+04
-9.309267390407720555e-01	-6.252378202968964516e-01	5.659000000000000000e+03
-6.252378202968964516e-01	-3.195489015530199595e-01	2.205000000000000000e+03
-3.195489015530199595e-01	-1.385998280914346736e-02	1.288000000000000000e+03
-1.385998280914346736e-02	2.918289359347321366e-01	6.200000000000000000e+02
2.918289359347321366e-01	5.975178546786086287e-01	3.800000000000000000e+02
5.975178546786086287e-01	9.032067734224847877e-01	1.520000000000000000e+02
