# log10_lower_bound	log10_upper_bound	count
2.674335404555601148e+00	2.975500851990150686e+00	6.740000000000000000e+02
2.975500851990150686e+00	3.276666299424699780e+00	2.452000000000000000e+03
3.276666299424699780e+00	3.577831746859249318e+00	3.902000000000000000e+03
3.577831746859249318e+00	3.878997194293798856e+00	4.162000000000000000e+03
3.878997194293798856e+00	4.180162641728347950e+00	8.763000000000000000e+03
4.180162641728347950e+00	4.481328089162897932e+00	1.271300000000000000e+04
4.481328089162897932e+00	4.782493536597447026e+00	1.973300000000000000e+04
4.782493536597447026e+00	5.083658984031997008e+00	2.915300000000000000e+04
5.083658984031997008e+00	5.384824431466546102e+00	3.213600000000000000e+04
5.384824431466546102e+00	5.685989878901095196e+00	3.360100000000000000e+04
5.685989878901095196e+00	5.987155326335644290e+00	3.292800000000000000e+04
5.987155326335644290e+00	6.288320773770194272e+00	2.997600000000000000e+04
6.288320773770194272e+00	6.589486221204744254e+00	2.447100000000000000e+04
6.589486221204744254e+00	6.890651668639293348e+00	1.471500000000000000e+04
6.890651668639293348e+00	7.191817116073842442e+00	1.062600000000000000e+04
7.191817116073842442e+00	7.492982563508391536e+00	6.194000000000000000e+03
7.492982563508391536e+00	7.794148010942940630e+00	2.603000000000000000e+03
7.794148010942940630e+00	8.095313458377491500e+00	7.910000000000000000e+02
8.095313458377491500e+00	8.396478905812040594e+00	2.890000000000000000e+02
8.396478905812040594e+00	8.697644353246589688e+00	1.180000000000000000e+02
