# log10_lower_bound	log10_upper_bound	count
-4.841661167232689245e+00	-4.673139007841284887e+00	1.400000000000000000e+01
-4.673139007841284887e+00	-4.504616848449880528e+00	3.700000000000000000e+01
-4.504616848449880528e+00	-4.336094689058476170e+00	5.500000000000000000e+01
-4.336094689058476170e+00	-4.167572529667071812e+00	1.690000000000000000e+02
-4.167572529667071812e+00	-3.999050370275667454e+00	1.890000000000000000e+02
-3.999050370275667454e+00	-3.830528210884262652e+00	5.180000000000000000e+02
-3.830528210884262652e+00	-3.662006051492858294e+00	1.283000000000000000e+03
-3.662006051492858294e+00	-3.493483892101453936e+00	2.273000000000000000e+03
-3.493483892101453936e+00	-3.324961732710049578e+00	4.367000000000000000e+03
-3.324961732710049578e+00	-3.156439573318645220e+00	6.610000000000000000e+03
-3.156439573318645220e+00	-2.987917413927240418e+00	1.026900000000000000e+04
-2.987917413927240418e+00	-2.819395254535836060e+00	1.305600000000000000e+04
-2.819395254535836060e+00	-2.650873095144431701e+00	1.667300000000000000e+04
-2.650873095144431701e+00	-2.482350935753027343e+00	1.755300000000000000e+04
-2.482350935753027343e+00	-2.313828776361622985e+00	1.651200000000000000e+04
-2.313828776361622985e+00	-2.145306616970218627e+00	1.281800000000000000e+04
-2.145306616970218627e+00	-1.976784457578814269e+00	8.884000000000000000e+03
-1.976784457578814269e+00	-1.808262298187409911e+00	4.409000000000000000e+03
-1.808262298187409911e+00	-1.639740138796005553e+00	5.098000000000000000e+03
-1.639740138796005553e+00	-1.471217979404601195e+00	5.220000000000000000e+02
