# log10_lower_bound	log10_upper_bound	count
-3.512244155320223271e+00	-3.176591743445517757e+00	5.400000000000000000e+01
-3.176591743445517757e+00	-2.840939331570812687e+00	6.400000000000000000e+01
-2.840939331570812687e+00	-2.505286919696107173e+00	7.300000000000000000e+01
-2.505286919696107173e+00	-2.169634507821402103e+00	2.820000000000000000e+02
-2.169634507821402103e+00	-1.833982095946696589e+00	1.167000000000000000e+03
-1.833982095946696589e+00	-1.498329684071991075e+00	8.039000000000000000e+03
-1.498329684071991075e+00	-1.162677272197286005e+00	7.768000000000000000e+03
-1.162677272197286005e+00	-8.270248603225804906e-01	1.431500000000000000e+04
-8.270248603225804906e-01	-4.913724484478749766e-01	1.882800000000000000e+04
-4.913724484478749766e-01	-1.557200365731699065e-01	2.102200000000000000e+04
-1.557200365731699065e-01	1.799323753015356075e-01	1.893800000000000000e+04
1.799323753015356075e-01	5.155847871762411216e-01	1.298800000000000000e+04
5.155847871762411216e-01	8.512371990509466357e-01	8.749000000000000000e+03
8.512371990509466357e-01	1.186889610925651262e+00	4.381000000000000000e+03
1.186889610925651262e+00	1.522542022800356776e+00	2.435000000000000000e+03
1.522542022800356776e+00	1.858194434675062290e+00	1.429000000000000000e+03
1.858194434675062290e+00	2.193846846549767804e+00	5.240000000000000000e+02
2.193846846549767804e+00	2.529499258424473318e+00	8.200000000000000000e+01
2.529499258424473318e+00	2.865151670299177944e+00	5.500000000000000000e+01
2.865151670299177944e+00	3.200804082173883014e+00	1.160000000000000000e+02
