# log10_lower_bound	log10_upper_bound	count
-3.733046983292195087e+00	-3.567963015933864224e+00	4.213800000000000000e+04
-3.567963015933864224e+00	-3.402879048575532916e+00	1.539100000000000000e+05
-3.402879048575532916e+00	-3.237795081217202053e+00	5.016300000000000000e+04
-3.237795081217202053e+00	-3.072711113858870746e+00	5.721000000000000000e+03
-3.072711113858870746e+00	-2.907627146500539883e+00	6.800000000000000000e+01
-2.907627146500539883e+00	-2.742543179142209020e+00	0.000000000000000000e+00
-2.742543179142209020e+00	-2.577459211783877713e+00	0.000000000000000000e+00
-2.577459211783877713e+00	-2.412375244425546850e+00	0.000000000000000000e+00
-2.412375244425546850e+00	-2.247291277067215987e+00	0.000000000000000000e+00
-2.247291277067215987e+00	-2.082207309708884679e+00	0.000000000000000000e+00
-2.082207309708884679e+00	-1.917123342350553816e+00	0.000000000000000000e+00
-1.917123342350553816e+00	-1.752039374992222731e+00	1.202000000000000000e+03
-1.752039374992222731e+00	-1.586955407633891646e+00	3.941000000000000000e+03
-1.586955407633891646e+00	-1.421871440275560783e+00	2.429000000000000000e+03
-1.421871440275560783e+00	-1.256787472917229476e+00	6.680000000000000000e+03
-1.256787472917229476e+00	-1.091703505558898613e+00	3.365000000000000000e+03
-1.091703505558898613e+00	-9.266195382005677494e-01	1.880000000000000000e+02
-9.266195382005677494e-01	-7.615355708422364422e-01	1.420000000000000000e+02
-7.615355708422364422e-01	-5.964516034839055791e-01	4.000000000000000000e+01
-5.964516034839055791e-01	-4.313676361255740499e-01	1.300000000000000000e+01
