# log10_lower_bound	log10_upper_bound	count
3.138587962111040408e+00	3.367321939492798233e+00	3.244000000000000000e+03
3.367321939492798233e+00	3.596055916874555614e+00	1.574800000000000000e+04
3.596055916874555614e+00	3.824789894256313438e+00	3.095400000000000000e+04
3.824789894256313438e+00	4.053523871638071263e+00	3.527000000000000000e+04
4.053523871638071263e+00	4.282257849019828200e+00	2.166000000000000000e+04
4.282257849019828200e+00	4.510991826401586025e+00	5.431000000000000000e+03
4.510991826401586025e+00	4.739725803783343849e+00	1.151000000000000000e+03
4.739725803783343849e+00	4.968459781165101674e+00	4.090000000000000000e+02
4.968459781165101674e+00	5.197193758546859499e+00	5.410000000000000000e+02
5.197193758546859499e+00	5.425927735928617324e+00	6.900000000000000000e+02
5.425927735928617324e+00	5.654661713310375148e+00	7.000000000000000000e+02
5.654661713310375148e+00	5.883395690692132973e+00	5.570000000000000000e+02
5.883395690692132973e+00	6.112129668073889910e+00	3.140000000000000000e+02
6.112129668073889910e+00	6.340863645455647735e+00	2.290000000000000000e+02
6.340863645455647735e+00	6.569597622837404671e+00	1.730000000000000000e+02
6.569597622837404671e+00	6.798331600219162496e+00	1.130000000000000000e+02
6.798331600219162496e+00	7.027065577600920321e+00	1.244000000000000000e+03
7.027065577600920321e+00	7.255799554982678146e+00	1.346000000000000000e+03
7.255799554982678146e+00	7.484533532364435970e+00	1.085000000000000000e+03
7.484533532364435970e+00	7.713267509746193795e+00	4.500000000000000000e+02
